locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKFMKLHP_03710	CDS	930	ppaC	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
AKFMKLHP_03711	CDS	447				hypothetical protein
AKFMKLHP_03712	CDS	111				hypothetical protein
AKFMKLHP_03713	CDS	1308	garP			putative galactarate transporter
AKFMKLHP_03714	CDS	240				hypothetical protein
AKFMKLHP_03715	CDS	438				hypothetical protein
AKFMKLHP_03716	CDS	756				hypothetical protein
AKFMKLHP_03717	CDS	711				hypothetical protein
AKFMKLHP_03718	CDS	756				hypothetical protein
AKFMKLHP_03719	CDS	657	bcrA_4			Bacitracin transport ATP-binding protein BcrA
AKFMKLHP_03720	CDS	789				hypothetical protein
AKFMKLHP_03721	CDS	390	yybH		COG4319	putative protein YybH
AKFMKLHP_03722	CDS	840				hypothetical protein
AKFMKLHP_03723	CDS	1215	ynfM			Inner membrane transport protein YnfM
AKFMKLHP_03724	CDS	879	gltC_4			HTH-type transcriptional regulator GltC
AKFMKLHP_03725	CDS	444	yjcF_2	2.3.1.-		putative N-acetyltransferase YjcF
AKFMKLHP_03726	CDS	480				hypothetical protein
AKFMKLHP_03727	CDS	663	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
AKFMKLHP_03728	CDS	453	slyA_3			Transcriptional regulator SlyA
AKFMKLHP_03729	CDS	447	yjcF_3	2.3.1.-		putative N-acetyltransferase YjcF
AKFMKLHP_03730	CDS	606				hypothetical protein
AKFMKLHP_03731	CDS	522	satA	2.3.-.-		Streptothricin acetyltransferase A
AKFMKLHP_03732	CDS	357				hypothetical protein
AKFMKLHP_03733	CDS	567	yyaP		COG0262	putative protein YyaP
AKFMKLHP_03734	CDS	1377	tet(L)			tetracycline efflux MFS transporter Tet(L)
AKFMKLHP_03735	CDS	240				hypothetical protein
AKFMKLHP_03736	CDS	411				hypothetical protein
AKFMKLHP_03737	CDS	918				hypothetical protein
AKFMKLHP_03738	CDS	2070		5.1.3.11		Cellobiose 2-epimerase
AKFMKLHP_03739	CDS	900				hypothetical protein
AKFMKLHP_03740	CDS	1356	ydjE			Inner membrane metabolite transport protein YdjE
AKFMKLHP_03741	CDS	555	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
AKFMKLHP_03742	CDS	381				hypothetical protein
AKFMKLHP_03743	CDS	936	ccpB_2			Catabolite control protein B
AKFMKLHP_03744	CDS	759	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
AKFMKLHP_03745	CDS	240	rpsR		COG0238	30S ribosomal protein S18
AKFMKLHP_03746	CDS	519	ssbA		COG0629	Single-stranded DNA-binding protein A
AKFMKLHP_03747	CDS	288	rpsF		COG0360	30S ribosomal protein S6
AKFMKLHP_03748	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
AKFMKLHP_03749	CDS	2004	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
AKFMKLHP_03750	CDS	207				hypothetical protein
AKFMKLHP_03751	CDS	999				hypothetical protein
AKFMKLHP_03752	CDS	618				hypothetical protein
AKFMKLHP_03753	CDS	849	spo0J		COG1475	Stage 0 sporulation protein J
AKFMKLHP_03754	CDS	762	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
AKFMKLHP_03755	CDS	441				hypothetical protein
AKFMKLHP_03756	CDS	852	noc		COG1475	Nucleoid occlusion protein
AKFMKLHP_03757	CDS	720	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
AKFMKLHP_03758	CDS	1887	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
AKFMKLHP_03759	CDS	1380	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
AKFMKLHP_03760	CDS	627				hypothetical protein
AKFMKLHP_03761	CDS	780	misCA		COG0706	Membrane protein insertase MisCA
AKFMKLHP_03762	CDS	351	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
AKFMKLHP_03763	CDS	1341	dnaA_3		COG0593	Chromosomal replication initiator protein DnaA
AKFMKLHP_03764	CDS	1137	dnaN		COG0592	Beta sliding clamp
AKFMKLHP_03765	CDS	216				hypothetical protein
AKFMKLHP_03766	CDS	1113	recF		COG1195	DNA replication and repair protein RecF
AKFMKLHP_03767	CDS	246				hypothetical protein
AKFMKLHP_03768	CDS	1923	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
AKFMKLHP_03769	CDS	2466	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
AKFMKLHP_03770	CDS	3642	ppsD	2.3.1.-	COG0318	Plipastatin synthase subunit D
AKFMKLHP_03771	CDS	3819	ppsE	2.3.1.-	COG3319	Plipastatin synthase subunit E
AKFMKLHP_03772	CDS	393				hypothetical protein
AKFMKLHP_03773	CDS	1533				hypothetical protein
AKFMKLHP_03774	CDS	306				hypothetical protein
AKFMKLHP_03775	CDS	1143	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
AKFMKLHP_03776	CDS	1650	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
AKFMKLHP_03777	CDS	1335	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
AKFMKLHP_03778	CDS	222	yngHB		COG0511	Biotin/lipoyl attachment protein
AKFMKLHP_03779	CDS	900	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
AKFMKLHP_03780	CDS	783	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
AKFMKLHP_03781	CDS	1530	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
AKFMKLHP_03782	CDS	1200	nrnB	3.1.-.-	COG2404	Oligoribonuclease NrnB
AKFMKLHP_03783	CDS	606				hypothetical protein
AKFMKLHP_03784	CDS	894	gtaB_4	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
AKFMKLHP_03785	CDS	447				hypothetical protein
AKFMKLHP_03786	CDS	1542	xynD	3.2.1.55		Arabinoxylan arabinofuranohydrolase
AKFMKLHP_03787	CDS	1269	xynC	3.2.1.136		Glucuronoxylanase XynC
AKFMKLHP_03788	CDS	264	ynfE			putative protein YnfE
AKFMKLHP_03789	CDS	1500	eglS	3.2.1.4	COG2730	Endoglucanase
AKFMKLHP_03790	CDS	1398	alsT_3		COG1115	Amino-acid carrier protein AlsT
AKFMKLHP_03791	CDS	354				hypothetical protein
AKFMKLHP_03792	CDS	126				hypothetical protein
AKFMKLHP_03793	CDS	2421	parC	5.6.2.2		DNA topoisomerase 4 subunit A
AKFMKLHP_03794	CDS	1968	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
AKFMKLHP_03795	CDS	408	yccU		COG1832	putative protein YccU
AKFMKLHP_03796	CDS	582	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
AKFMKLHP_03797	CDS	288				putative protein
AKFMKLHP_03798	CDS	300				hypothetical protein
AKFMKLHP_03799	CDS	417		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
AKFMKLHP_03800	CDS	252	tlp			Small, acid-soluble spore protein Tlp
AKFMKLHP_03801	CDS	147	sspN			Small, acid-soluble spore protein N
AKFMKLHP_03802	CDS	126				hypothetical protein
AKFMKLHP_03803	CDS	513	resA_2		COG0526	Thiol-disulfide oxidoreductase ResA
AKFMKLHP_03804	CDS	2730	citB	4.2.1.-	COG1048	Aconitate/2-methylaconitate hydratase
AKFMKLHP_03805	CDS	150	sspO			Small, acid-soluble spore protein O
AKFMKLHP_03806	CDS	147	sspP			Small, acid-soluble spore protein P
AKFMKLHP_03807	CDS	375	cotM		COG0071	Spore coat protein M
AKFMKLHP_03808	CDS	429				hypothetical protein
AKFMKLHP_03809	CDS	483				hypothetical protein
AKFMKLHP_03810	CDS	363	cheY_2		COG0784	Chemotaxis protein CheY
AKFMKLHP_03811	CDS	708				hypothetical protein
AKFMKLHP_03812	CDS	174	ynzD	3.1.3.-		Aspartyl-phosphate phosphatase YnzD
AKFMKLHP_03813	CDS	219				hypothetical protein
AKFMKLHP_03814	CDS	447	sirA			Sporulation inhibitor of replication protein SirA
AKFMKLHP_03815	CDS	2004	tkt	2.2.1.1		Transketolase
AKFMKLHP_03816	CDS	234				hypothetical protein
AKFMKLHP_03817	CDS	654	yneB		COG1961	Resolvase YneB
AKFMKLHP_03818	CDS	312	yneA		COG1388	Cell division suppressor protein YneA
AKFMKLHP_03819	CDS	618	lexA	3.4.21.88	COG1974	LexA repressor
AKFMKLHP_03820	CDS	147				hypothetical protein
AKFMKLHP_03821	CDS	435	fosB	2.5.1.-	COG0346	Metallothiol transferase FosB
AKFMKLHP_03822	CDS	450				hypothetical protein
AKFMKLHP_03823	CDS	759				hypothetical protein
AKFMKLHP_03824	CDS	315				hypothetical protein
AKFMKLHP_03825	CDS	1641				hypothetical protein
AKFMKLHP_03826	CDS	618				hypothetical protein
AKFMKLHP_03827	CDS	807				hypothetical protein
AKFMKLHP_03828	CDS	1215	gerBC_4			Spore germination protein B3
AKFMKLHP_03829	CDS	1092	yndE_2			Spore germination protein YndE
AKFMKLHP_03830	CDS	1560	gerBA_3			Spore germination protein B1
AKFMKLHP_03831	CDS	111				hypothetical protein
AKFMKLHP_03832	CDS	189				hypothetical protein
AKFMKLHP_03833	CDS	435	yndB		COG3832	putative protein YndB
AKFMKLHP_03834	CDS	399				hypothetical protein
AKFMKLHP_03835	CDS	189	tatAy_2			Sec-independent protein translocase protein TatAy
AKFMKLHP_03836	CDS	201	cotC			Spore coat protein C
AKFMKLHP_03837	CDS	357				hypothetical protein
AKFMKLHP_03838	CDS	753	yncM_2			putative protein YncM
AKFMKLHP_03839	CDS	213				hypothetical protein
AKFMKLHP_03840	CDS	840	thyA1	2.1.1.45	COG0207	Thymidylate synthase 1
AKFMKLHP_03841	CDS	177				hypothetical protein
AKFMKLHP_03842	CDS	261	ynzH			putative protein YnzH
AKFMKLHP_03843	CDS	174				hypothetical protein
AKFMKLHP_03844	CDS	435	yncF	3.6.1.23	COG0756	putative deoxyuridine 5'-triphosphate nucleotidohydrolase YncF
AKFMKLHP_03845	CDS	462				hypothetical protein
AKFMKLHP_03846	CDS	1185	alr2	5.1.1.1	COG0787	Alanine racemase 2
AKFMKLHP_03847	CDS	1374	iolT_4			Major myo-inositol transporter IolT
AKFMKLHP_03848	CDS	636	yncB	3.1.-.-	COG1525	Endonuclease YncB
AKFMKLHP_03849	CDS	1500	xylB_2	2.7.1.17	COG1070	Xylulose kinase
AKFMKLHP_03850	CDS	1338	xylA	5.3.1.5		Xylose isomerase
AKFMKLHP_03851	CDS	1155	nagC		COG1940	N-acetylglucosamine repressor
AKFMKLHP_03852	CDS	1602	xynB	3.2.1.37	COG3507	Beta-xylosidase
AKFMKLHP_03853	CDS	1392	xylP_2			Isoprimeverose transporter
AKFMKLHP_03854	CDS	471				hypothetical protein
AKFMKLHP_03855	CDS	120				hypothetical protein
AKFMKLHP_03856	CDS	276				hypothetical protein
AKFMKLHP_03857	CDS	354				hypothetical protein
AKFMKLHP_03858	CDS	642				hypothetical protein
AKFMKLHP_03859	CDS	513		2.3.1.-	COG1670	Acetyltransferase
AKFMKLHP_03860	CDS	792				hypothetical protein
AKFMKLHP_03861	CDS	435				hypothetical protein
AKFMKLHP_03862	CDS	252				hypothetical protein
AKFMKLHP_03863	CDS	345				hypothetical protein
AKFMKLHP_03864	CDS	291				hypothetical protein
AKFMKLHP_03865	CDS	1335	glnA	6.3.1.2	COG0174	Glutamine synthetase
AKFMKLHP_03866	CDS	408	glnR		COG0789	HTH-type transcriptional regulator GlnR
AKFMKLHP_03867	CDS	1266	pat	2.6.1.-		Putative phenylalanine aminotransferase
AKFMKLHP_03868	CDS	1263	hflX		COG2262	GTPase HflX
AKFMKLHP_03869	CDS	969	spoVK		COG0464	Stage V sporulation protein K
AKFMKLHP_03870	CDS	768	cwlC	3.5.1.28	COG0860	Sporulation-specific N-acetylmuramoyl-L-alanine amidase
AKFMKLHP_03871	CDS	621				hypothetical protein
AKFMKLHP_03872	CDS	825	nrdF_3	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
AKFMKLHP_03873	CDS	2547				hypothetical protein
AKFMKLHP_03874	CDS	723	nrdE_2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
AKFMKLHP_03875	CDS	396	nrdI_2		COG1780	Protein NrdI
AKFMKLHP_03876	CDS	354				hypothetical protein
AKFMKLHP_03877	CDS	201				hypothetical protein
AKFMKLHP_03878	CDS	195				hypothetical protein
AKFMKLHP_03879	CDS	135				hypothetical protein
AKFMKLHP_03880	CDS	471				hypothetical protein
AKFMKLHP_03881	CDS	363				hypothetical protein
AKFMKLHP_03882	CDS	126				hypothetical protein
AKFMKLHP_03883	CDS	348				hypothetical protein
AKFMKLHP_03884	CDS	396				hypothetical protein
AKFMKLHP_03885	CDS	543				hypothetical protein
AKFMKLHP_03886	CDS	180				hypothetical protein
AKFMKLHP_03887	CDS	120				hypothetical protein
AKFMKLHP_03888	CDS	213				hypothetical protein
AKFMKLHP_03889	CDS	228				hypothetical protein
AKFMKLHP_03890	CDS	366				hypothetical protein
AKFMKLHP_03891	CDS	219				hypothetical protein
AKFMKLHP_03892	CDS	1332	hhaIM	2.1.1.37		Modification methylase HhaI
AKFMKLHP_03893	CDS	120				hypothetical protein
AKFMKLHP_03894	CDS	519		3.1.3.-	COG4502	Putative 5'(3')-deoxyribonucleotidase
AKFMKLHP_03895	CDS	498	yorR			SPbeta prophage-derived uncharacterized protein YorR
AKFMKLHP_03896	CDS	156				hypothetical protein
AKFMKLHP_03897	CDS	216	yorP			SPbeta prophage-derived uncharacterized protein YorP
AKFMKLHP_03898	CDS	198				hypothetical protein
AKFMKLHP_03899	CDS	159				hypothetical protein
AKFMKLHP_03900	CDS	660				hypothetical protein
AKFMKLHP_03901	CDS	3918	dnaE2	2.7.7.7		Error-prone DNA polymerase
AKFMKLHP_03902	CDS	1731	yorK	3.1.-.-	COG0608	Putative SPbeta prophage-derived single-strand DNA-specific exonuclease YorK
AKFMKLHP_03903	CDS	1137				hypothetical protein
AKFMKLHP_03904	CDS	1515				hypothetical protein
AKFMKLHP_03905	CDS	471				hypothetical protein
AKFMKLHP_03906	CDS	972				hypothetical protein
AKFMKLHP_03907	CDS	915				hypothetical protein
AKFMKLHP_03908	CDS	372				hypothetical protein
AKFMKLHP_03909	CDS	315	yorD			SPbeta prophage-derived stress response protein SCP1
AKFMKLHP_03910	CDS	381				hypothetical protein
AKFMKLHP_03911	CDS	297				hypothetical protein
AKFMKLHP_03912	CDS	1761				hypothetical protein
AKFMKLHP_03913	CDS	825				hypothetical protein
AKFMKLHP_03914	CDS	396				hypothetical protein
AKFMKLHP_03915	CDS	222				hypothetical protein
AKFMKLHP_03916	CDS	675	yedK_3	3.4.-.-	COG2135	SOS response-associated protein YedK
AKFMKLHP_03917	CDS	813	ligD		COG1793	Multifunctional non-homologous end joining protein LigD
AKFMKLHP_03918	CDS	414				hypothetical protein
AKFMKLHP_03919	CDS	150				hypothetical protein
AKFMKLHP_03920	CDS	348				hypothetical protein
AKFMKLHP_03921	CDS	357				hypothetical protein
AKFMKLHP_03922	CDS	342				hypothetical protein
AKFMKLHP_03923	CDS	375				hypothetical protein
AKFMKLHP_03924	CDS	216				hypothetical protein
AKFMKLHP_03925	CDS	279				hypothetical protein
AKFMKLHP_03926	CDS	525				hypothetical protein
AKFMKLHP_03927	CDS	516				hypothetical protein
AKFMKLHP_03928	CDS	195				hypothetical protein
AKFMKLHP_03929	CDS	453				hypothetical protein
AKFMKLHP_03930	CDS	258				hypothetical protein
AKFMKLHP_03931	CDS	204				hypothetical protein
AKFMKLHP_03932	CDS	165				hypothetical protein
AKFMKLHP_03933	CDS	756				hypothetical protein
AKFMKLHP_03934	CDS	408				hypothetical protein
AKFMKLHP_03935	CDS	339				hypothetical protein
AKFMKLHP_03936	CDS	348				hypothetical protein
AKFMKLHP_03937	CDS	204				hypothetical protein
AKFMKLHP_03938	CDS	279				hypothetical protein
AKFMKLHP_03939	CDS	405	yopX			SPbeta prophage-derived uncharacterized protein YopX
AKFMKLHP_03940	CDS	336				hypothetical protein
AKFMKLHP_03941	CDS	195				hypothetical protein
AKFMKLHP_03942	CDS	198				hypothetical protein
AKFMKLHP_03943	CDS	219	yopT			SPbeta prophage-derived uncharacterized protein YopT
AKFMKLHP_03944	CDS	225				hypothetical protein
AKFMKLHP_03945	CDS	978				hypothetical protein
AKFMKLHP_03946	CDS	1383				hypothetical protein
AKFMKLHP_03947	CDS	1077	xerC_4			Tyrosine recombinase XerC
AKFMKLHP_03948	CDS	213				hypothetical protein
AKFMKLHP_03949	CDS	318				hypothetical protein
AKFMKLHP_03950	CDS	201				hypothetical protein
AKFMKLHP_03951	CDS	126				hypothetical protein
AKFMKLHP_03952	CDS	1161	yopK			SPbeta prophage-derived uncharacterized protein YopK
AKFMKLHP_03953	CDS	417				hypothetical protein
AKFMKLHP_03954	CDS	534				hypothetical protein
AKFMKLHP_03955	CDS	591				hypothetical protein
AKFMKLHP_03956	CDS	132				hypothetical protein
AKFMKLHP_03957	CDS	216				hypothetical protein
AKFMKLHP_03958	CDS	252				hypothetical protein
AKFMKLHP_03959	CDS	231				hypothetical protein
AKFMKLHP_03960	CDS	396				hypothetical protein
AKFMKLHP_03961	CDS	1329				hypothetical protein
AKFMKLHP_03962	CDS	228				hypothetical protein
AKFMKLHP_03963	CDS	1317				hypothetical protein
AKFMKLHP_03964	CDS	507				hypothetical protein
AKFMKLHP_03965	CDS	1233				hypothetical protein
AKFMKLHP_03966	CDS	189				hypothetical protein
AKFMKLHP_03967	CDS	612				hypothetical protein
AKFMKLHP_03968	CDS	327	xre_4		COG1396	HTH-type transcriptional regulator Xre
AKFMKLHP_03969	CDS	114				hypothetical protein
AKFMKLHP_03970	CDS	195				hypothetical protein
AKFMKLHP_03971	CDS	2520	yonO	2.7.7.6		DNA-directed RNA polymerase YonO
AKFMKLHP_03972	CDS	279	hup			DNA-binding protein HU
AKFMKLHP_03973	CDS	192	yonK			SPbeta prophage-derived uncharacterized protein YonK
AKFMKLHP_03974	CDS	1218				hypothetical protein
AKFMKLHP_03975	CDS	411				hypothetical protein
AKFMKLHP_03976	CDS	501				hypothetical protein
AKFMKLHP_03977	CDS	921				hypothetical protein
AKFMKLHP_03978	CDS	1770				hypothetical protein
AKFMKLHP_03979	CDS	1521				hypothetical protein
AKFMKLHP_03980	CDS	1437				hypothetical protein
AKFMKLHP_03981	CDS	537				hypothetical protein
AKFMKLHP_03982	CDS	1017				hypothetical protein
AKFMKLHP_03983	CDS	471				hypothetical protein
AKFMKLHP_03984	CDS	396				hypothetical protein
AKFMKLHP_03985	CDS	255				hypothetical protein
AKFMKLHP_03986	CDS	651				hypothetical protein
AKFMKLHP_03987	CDS	507				hypothetical protein
AKFMKLHP_03988	CDS	711				hypothetical protein
AKFMKLHP_03989	CDS	798				hypothetical protein
AKFMKLHP_03990	CDS	510				hypothetical protein
AKFMKLHP_03991	CDS	228				hypothetical protein
AKFMKLHP_03992	CDS	360				hypothetical protein
AKFMKLHP_03993	CDS	1218				hypothetical protein
AKFMKLHP_03994	CDS	351				hypothetical protein
AKFMKLHP_03995	CDS	192				hypothetical protein
AKFMKLHP_03996	CDS	501				hypothetical protein
AKFMKLHP_03997	CDS	429				hypothetical protein
AKFMKLHP_03998	CDS	1002	xerC_5			Tyrosine recombinase XerC
AKFMKLHP_03999	CDS	330				hypothetical protein
AKFMKLHP_04000	CDS	186				hypothetical protein
AKFMKLHP_04001	CDS	594	ydeA_2	3.2.-.-	COG0693	putative protease YdeA
AKFMKLHP_04002	CDS	201	cspC		COG1278	Cold shock protein CspC
AKFMKLHP_04003	CDS	462	carD		COG1329	RNA polymerase-binding transcription factor CarD
AKFMKLHP_04004	CDS	231				hypothetical protein
AKFMKLHP_04005	CDS	876	rhaS_4			HTH-type transcriptional activator RhaS
AKFMKLHP_04006	CDS	960	yicL		COG0697	putative inner membrane transporter YicL
AKFMKLHP_04007	CDS	873	rhaR_2			HTH-type transcriptional activator RhaR
AKFMKLHP_04008	CDS	1389	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
AKFMKLHP_04009	CDS	1290	rfnT_2			Riboflavin transporter RfnT
AKFMKLHP_04010	CDS	375				hypothetical protein
AKFMKLHP_04011	CDS	594				hypothetical protein
AKFMKLHP_04012	CDS	660				hypothetical protein
AKFMKLHP_04013	CDS	864				hypothetical protein
AKFMKLHP_04014	CDS	1392	gabR_4		COG1167	HTH-type transcriptional regulatory protein GabR
AKFMKLHP_04015	CDS	426				hypothetical protein
AKFMKLHP_04016	CDS	573	ydeN	3.-.-.-	COG3545	Putative hydrolase YdeN
AKFMKLHP_04017	CDS	330	hxlR_2		COG1733	HTH-type transcriptional activator HxlR
AKFMKLHP_04018	CDS	873				hypothetical protein
AKFMKLHP_04019	CDS	387	yybR_2		COG1733	putative HTH-type transcriptional regulator YybR
AKFMKLHP_04020	CDS	585	ywrO_3	1.6.99.-	COG2249	General stress protein 14
AKFMKLHP_04021	CDS	1188	sotB			sugar efflux transporter
AKFMKLHP_04022	CDS	597	tetR			DNA-binding transcriptional repressor TetR
AKFMKLHP_04023	CDS	336	aseR		COG0640	HTH-type transcriptional repressor AseR
AKFMKLHP_04024	CDS	1308	arsB_2		COG1055	Arsenical pump membrane protein
AKFMKLHP_04025	CDS	777				hypothetical protein
AKFMKLHP_04026	CDS	921				hypothetical protein
AKFMKLHP_04027	CDS	1449	norG_2		COG1167	HTH-type transcriptional regulator NorG
AKFMKLHP_04028	CDS	624				hypothetical protein
AKFMKLHP_04029	CDS	681				hypothetical protein
AKFMKLHP_04030	CDS	444				hypothetical protein
AKFMKLHP_04031	CDS	174				hypothetical protein
AKFMKLHP_04032	CDS	1164				hypothetical protein
AKFMKLHP_04033	CDS	642	lnrK_2		COG2197	Transcriptional regulatory protein LnrK
AKFMKLHP_04034	CDS	2175	ydfJ		COG2409	Membrane protein YdfJ
AKFMKLHP_04035	CDS	903	nap	3.1.1.1	COG0596	putative carboxylesterase nap
AKFMKLHP_04036	CDS	690	ydfK		COG1811	putative membrane protein YdfK
AKFMKLHP_04037	CDS	813				hypothetical protein
AKFMKLHP_04038	CDS	894	mneP		COG0053	Manganese efflux system protein MneP
AKFMKLHP_04039	CDS	621	mhqN	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase MhqN
AKFMKLHP_04040	CDS	939	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
AKFMKLHP_04041	CDS	390	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
AKFMKLHP_04042	CDS	339				hypothetical protein
AKFMKLHP_04043	CDS	237				hypothetical protein
AKFMKLHP_04044	CDS	294				hypothetical protein
AKFMKLHP_04045	CDS	231				hypothetical protein
AKFMKLHP_04046	CDS	678				hypothetical protein
AKFMKLHP_04047	CDS	708				hypothetical protein
AKFMKLHP_04048	CDS	432	cotP		COG0071	Spore coat protein P
AKFMKLHP_04049	CDS	243				hypothetical protein
AKFMKLHP_04050	CDS	273				hypothetical protein
AKFMKLHP_04051	CDS	588	mce3R			Transcriptional repressor Mce3R
AKFMKLHP_04052	CDS	345				hypothetical protein
AKFMKLHP_04053	CDS	474	yycN_2	2.3.1.-	COG0454	putative N-acetyltransferase YycN
AKFMKLHP_04054	CDS	1644	vmlR			ABC-F type ribosomal protection protein VmlR
AKFMKLHP_04055	CDS	1377	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
AKFMKLHP_04056	CDS	519				hypothetical protein
AKFMKLHP_04057	CDS	513	slyA_4			Transcriptional regulator SlyA
AKFMKLHP_04058	CDS	2658	ydgH		COG2409	Putative membrane protein YdgH
AKFMKLHP_04059	CDS	630	yodC_2	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
AKFMKLHP_04060	CDS	435	slyA_5			Transcriptional regulator SlyA
AKFMKLHP_04061	CDS	1209	bcr			Bicyclomycin resistance protein
AKFMKLHP_04062	CDS	738				hypothetical protein
AKFMKLHP_04063	CDS	675	rspR		COG1802	HTH-type transcriptional repressor RspR
AKFMKLHP_04064	CDS	1263	ydhD_2	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
AKFMKLHP_04065	CDS	1188	tylCV	2.4.1.318		Demethyllactenocin mycarosyltransferase
AKFMKLHP_04066	CDS	711				hypothetical protein
AKFMKLHP_04067	CDS	1389	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
AKFMKLHP_04068	CDS	372	fra		COG5646	Intracellular iron chaperone frataxin
AKFMKLHP_04069	CDS	498				hypothetical protein
AKFMKLHP_04070	CDS	480	ypeA	2.3.1.-		Acetyltransferase YpeA
AKFMKLHP_04071	CDS	978				hypothetical protein
AKFMKLHP_04072	CDS	567	ydhK			putative protein YdhK
AKFMKLHP_04073	CDS	1167	pbuE_5		COG2814	Purine efflux pump PbuE
AKFMKLHP_04074	CDS	312	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
AKFMKLHP_04075	CDS	333	gmuA		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
AKFMKLHP_04076	CDS	1329	gmuC		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
AKFMKLHP_04077	CDS	1398	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
AKFMKLHP_04078	CDS	714	gmuR		COG2188	HTH-type transcriptional regulator GmuR
AKFMKLHP_04079	CDS	900	gmuE	2.7.1.4	COG1940	Putative fructokinase
AKFMKLHP_04080	CDS	948	gmuF	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
AKFMKLHP_04081	CDS	1089	gmuG	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
AKFMKLHP_04082	CDS	456				hypothetical protein
AKFMKLHP_04083	CDS	195				hypothetical protein
AKFMKLHP_04084	tRNA	77				tRNA-Arg(acg)
AKFMKLHP_04085	tRNA	74				tRNA-Gly(tcc)
AKFMKLHP_04086	CDS	765				hypothetical protein
AKFMKLHP_04087	CDS	597				hypothetical protein
AKFMKLHP_04088	CDS	558	gerD			Spore germination protein GerD
AKFMKLHP_04089	CDS	1059	salA		COG0489	Iron-sulfur cluster carrier protein
AKFMKLHP_04090	CDS	714	cwlD	3.5.1.28	COG0860	Germination-specific N-acetylmuramoyl-L-alanine amidase
